110.019, 129.474, 0.244, 46.681 False
110.000, 129.472, 0.238, 46.702 False
109.995, 129.472, 0.234, 46.777 False
109.979, 129.473, 0.214, 46.798 False
109.975, 129.473, 0.199, 46.871 False
109.961, 129.476, 0.180, 46.893 False
109.958, 129.477, 0.162, 46.965 False
109.947, 129.480, 0.148, 46.986 False
109.944, 129.481, 0.132, 47.058 False
109.935, 129.486, 0.115, 47.080 False
109.933, 129.487, 0.098, 47.151 False
109.926, 129.492, 0.096, 47.171 False
109.924, 129.494, 0.101, 47.243 False
109.916, 129.497, 0.113, 47.264 False
109.913, 129.498, 0.114, 47.460 False
109.902, 129.499, 0.109, 47.482 False
109.899, 129.499, 0.107, 47.554 False
109.892, 129.498, 0.097, 47.575 False
109.890, 129.498, 0.087, 47.648 False
109.885, 129.496, 0.075, 47.668 False
109.884, 129.496, 0.066, 47.739 False
109.879, 129.494, 0.062, 47.761 False
109.878, 129.493, 0.060, 47.837 False
109.874, 129.491, 0.050, 47.859 False
109.872, 129.490, 0.047, 47.932 False
109.869, 129.487, 0.048, 47.953 False
109.868, 129.487, 0.051, 48.025 False
109.864, 129.485, 0.056, 48.045 False
109.863, 129.485, 0.056, 48.116 False
109.859, 129.484, 0.055, 48.136 False
109.858, 129.484, 0.054, 48.207 False
109.854, 129.484, 0.050, 48.228 False
109.853, 129.484, 0.059, 48.299 False
109.850, 129.485, 0.045, 48.320 False
109.849, 129.485, 0.040, 48.390 False
109.847, 129.486, 0.034, 48.410 False
109.846, 129.486, 0.025, 48.611 False
109.843, 129.487, 0.027, 48.632 False
109.843, 129.488, 0.026, 48.702 False
109.841, 129.489, 0.025, 48.722 False
109.840, 129.490, 0.024, 48.792 False
109.839, 129.491, 0.023, 48.814 False
109.838, 129.491, 0.025, 48.883 False
109.836, 129.492, 0.027, 48.904 False
109.836, 129.492, 0.027, 48.973 False
109.834, 129.492, 0.027, 48.993 False
109.833, 129.492, 0.026, 49.062 False
109.832, 129.492, 0.024, 49.082 False
109.831, 129.492, 0.041, 49.168 False
109.829, 129.492, 0.024, 49.190 False
109.828, 129.492, 0.040, 49.261 False
109.826, 129.491, 0.030, 49.282 False
109.825, 129.490, 0.045, 49.351 False
109.823, 129.489, 0.030, 49.373 False
109.822, 129.489, 0.035, 49.443 False
